material,formula,type,chi_value_cgs,provenance
Landolt_Dia_Comp_4324,LD4324,molar,-44.496858698708316,measured
Landolt_Para_Comp_1514,LP1514,molar,305.06108862579026,measured
Landolt_Para_Comp_4610,LP4610,molar,286.37653512390835,measured
Landolt_Para_Comp_2310,LP2310,molar,51.342778465386424,measured
Landolt_Para_Comp_3206,LP3206,molar,102.71486247964354,measured
Landolt_Para_Comp_2501,LP2501,molar,458.1811867519741,measured
Landolt_Dia_Comp_5246,LD5246,molar,-53.109814522890694,measured
Landolt_Para_Comp_4550,LP4550,molar,131.4954728449386,measured
Landolt_Para_Comp_1304,LP1304,molar,293.3205272902027,measured
Landolt_Para_Comp_2773,LP2773,molar,76.16480929979541,measured
Landolt_Para_Comp_949,LP949,molar,714.7716387783996,measured
Landolt_Dia_Comp_218,LD218,molar,-28.067148635481335,measured
Landolt_Para_Comp_823,LP823,molar,266.39891829892446,measured
Landolt_Dia_Comp_3765,LD3765,molar,-62.11016667740468,measured
Landolt_Para_Comp_2617,LP2617,molar,778.9376930102401,measured
Landolt_Para_Comp_5160,LP5160,molar,128.4054366128385,measured
Landolt_Dia_Comp_4750,LD4750,molar,-43.82676579804503,measured
Landolt_Dia_Comp_5689,LD5689,molar,-2.791515012439369,measured
Landolt_Para_Comp_710,LP710,molar,70.90941888992296,measured
Landolt_Dia_Comp_3152,LD3152,molar,-35.951847458911224,measured
Landolt_Para_Comp_2553,LP2553,molar,84.6551436323039,measured
Landolt_Para_Comp_342,LP342,molar,78.65316177767703,measured
Landolt_Dia_Comp_4667,LD4667,molar,-66.23827275179062,measured
Landolt_Para_Comp_226,LP226,molar,365.6927524092978,measured
Landolt_Dia_Comp_4255,LD4255,molar,-41.46921062448739,measured
Landolt_Dia_Comp_5308,LD5308,molar,-44.79655477648514,measured
Landolt_Para_Comp_5986,LP5986,molar,248.6354391314457,measured
Landolt_Dia_Comp_748,LD748,molar,-46.78629872771439,measured
Landolt_Dia_Comp_1548,LD1548,molar,-22.76589750178113,measured
Landolt_Para_Comp_3104,LP3104,molar,158.33470710174288,measured
Landolt_Para_Comp_121,LP121,molar,211.62319408226978,measured
Landolt_Para_Comp_2354,LP2354,molar,195.10966206616618,measured
Landolt_Dia_Comp_130,LD130,molar,-43.722387077540674,measured
Landolt_Dia_Comp_5856,LD5856,molar,-62.2998794407397,measured
Landolt_Para_Comp_3096,LP3096,molar,14.71730504030934,measured
Landolt_Para_Comp_68,LP68,molar,188.60818399280697,measured
Landolt_Para_Comp_3580,LP3580,molar,19.107718101156948,measured
Landolt_Para_Comp_3932,LP3932,molar,394.29956658984423,measured
Landolt_Para_Comp_3688,LP3688,molar,178.49945689147347,measured
Landolt_Dia_Comp_1812,LD1812,molar,-40.10932903798645,measured
Landolt_Dia_Comp_5628,LD5628,molar,-69.27807086633514,measured
Landolt_Dia_Comp_5210,LD5210,molar,-26.818255301857054,measured
Landolt_Dia_Comp_3593,LD3593,molar,-36.5902964565719,measured
Landolt_Para_Comp_3391,LP3391,molar,112.58152266359545,measured
Landolt_Para_Comp_2044,LP2044,molar,156.915746480768,measured
Landolt_Dia_Comp_3281,LD3281,molar,-38.29866336605838,measured
Landolt_Para_Comp_1313,LP1313,molar,82.86887745865887,measured
Landolt_Dia_Comp_4695,LD4695,molar,-43.25631493882505,measured
Landolt_Dia_Comp_5536,LD5536,molar,-71.56509564779967,measured
Landolt_Para_Comp_3485,LP3485,molar,213.70986877440495,measured
Landolt_Para_Comp_1594,LP1594,molar,188.86557300383816,measured
Landolt_Dia_Comp_2309,LD2309,molar,-75.010845825513,measured
Landolt_Dia_Comp_2398,LD2398,molar,-64.41873619459002,measured
Landolt_Para_Comp_5820,LP5820,molar,32.09804018936279,measured
Landolt_Para_Comp_4394,LP4394,molar,25.092211945202106,measured
Landolt_Para_Comp_4999,LP4999,molar,108.7112111061607,measured
Landolt_Para_Comp_3761,LP3761,molar,269.5039762438131,measured
Landolt_Dia_Comp_5857,LD5857,molar,-59.58375379925611,measured
Landolt_Dia_Comp_3784,LD3784,molar,-60.10455893501388,measured
Landolt_Para_Comp_768,LP768,molar,24.709780311300513,measured
Landolt_Para_Comp_5491,LP5491,molar,336.18374298020103,measured
Landolt_Dia_Comp_5120,LD5120,molar,-47.80982641127947,measured
Landolt_Para_Comp_3994,LP3994,molar,540.0152543042911,measured
Landolt_Dia_Comp_2923,LD2923,molar,-37.17065047309385,measured
Landolt_Para_Comp_4549,LP4549,molar,122.05117866598997,measured
Landolt_Dia_Comp_4125,LD4125,molar,-33.227354496533266,measured
Landolt_Dia_Comp_481,LD481,molar,-63.53360709609447,measured
Landolt_Para_Comp_3186,LP3186,molar,153.0916318884163,measured
Landolt_Para_Comp_4450,LP4450,molar,161.10522343327062,measured
Landolt_Dia_Comp_4615,LD4615,molar,-36.268180149413126,measured
Landolt_Dia_Comp_4919,LD4919,molar,-26.82869658313827,measured
Landolt_Dia_Comp_4209,LD4209,molar,-55.417221341693974,measured
Landolt_Dia_Comp_676,LD676,molar,-39.739592248076576,measured
Landolt_Dia_Comp_3308,LD3308,molar,-62.27153076339564,measured
Landolt_Para_Comp_2520,LP2520,molar,116.19347980443902,measured
Landolt_Para_Comp_3548,LP3548,molar,85.09849148679909,measured
Landolt_Dia_Comp_2484,LD2484,molar,-105.16682962631135,measured
Landolt_Dia_Comp_1343,LD1343,molar,-75.49028304738425,measured
Landolt_Para_Comp_3952,LP3952,molar,205.5988076433485,measured
Landolt_Dia_Comp_4372,LD4372,molar,-28.52345098530034,measured
Landolt_Dia_Comp_3324,LD3324,molar,-23.985120815433817,measured
Landolt_Para_Comp_1641,LP1641,molar,406.8628595651572,measured
Landolt_Para_Comp_4337,LP4337,molar,330.331163339707,measured
Landolt_Para_Comp_5416,LP5416,molar,405.29748101972535,measured
Landolt_Dia_Comp_3835,LD3835,molar,-37.97191918347849,measured
Landolt_Para_Comp_2187,LP2187,molar,151.1649572454058,measured
Landolt_Dia_Comp_4589,LD4589,molar,-42.58113589113208,measured
Landolt_Dia_Comp_963,LD963,molar,-81.59012469908505,measured
Landolt_Dia_Comp_2591,LD2591,molar,-20.44905138091054,measured
Landolt_Para_Comp_1430,LP1430,molar,124.91568412925886,measured
Landolt_Para_Comp_55,LP55,molar,24.681767619932657,measured
Landolt_Dia_Comp_1207,LD1207,molar,-34.88066260160841,measured
Landolt_Para_Comp_3988,LP3988,molar,416.6989838465203,measured
Landolt_Dia_Comp_5439,LD5439,molar,-56.36529722280803,measured
Landolt_Para_Comp_897,LP897,molar,327.1447880078564,measured
Landolt_Para_Comp_3288,LP3288,molar,715.3075115002019,measured
Landolt_Para_Comp_4422,LP4422,molar,13.457796191831372,measured
Landolt_Dia_Comp_2284,LD2284,molar,-32.0279309461101,measured
Landolt_Dia_Comp_9,LD9,molar,-39.597472444129664,measured
Landolt_Dia_Comp_2860,LD2860,molar,-57.13117991499141,measured
Landolt_Para_Comp_3920,LP3920,molar,46.817486865943884,measured
Landolt_Dia_Comp_1771,LD1771,molar,-34.21918874255972,measured
Landolt_Para_Comp_3955,LP3955,molar,17.156549303393046,measured
Landolt_Dia_Comp_4820,LD4820,molar,-57.773361713184194,measured
Landolt_Dia_Comp_1240,LD1240,molar,-56.02462673333959,measured
Landolt_Dia_Comp_3858,LD3858,molar,-53.08044388887852,measured
Landolt_Dia_Comp_5326,LD5326,molar,-38.88064654237593,measured
Landolt_Para_Comp_3535,LP3535,molar,142.49444247213717,measured
Landolt_Dia_Comp_612,LD612,molar,-24.199414648301435,measured
Landolt_Para_Comp_261,LP261,molar,34.56950640990607,measured
Landolt_Para_Comp_4498,LP4498,molar,149.8352801617728,measured
Landolt_Para_Comp_1172,LP1172,molar,67.66579833044878,measured
Landolt_Dia_Comp_1599,LD1599,molar,-83.07886694581674,measured
Landolt_Dia_Comp_5000,LD5000,molar,-22.782548233885187,measured
Landolt_Dia_Comp_5531,LD5531,molar,-28.082639766104542,measured
Landolt_Dia_Comp_3197,LD3197,molar,-67.59374969716211,measured
Landolt_Para_Comp_1782,LP1782,molar,89.02631318665718,measured
Landolt_Para_Comp_2103,LP2103,molar,88.12201706970149,measured
Landolt_Dia_Comp_4331,LD4331,molar,-44.43820194352877,measured
Landolt_Dia_Comp_1414,LD1414,molar,-75.0863776608046,measured
Landolt_Para_Comp_285,LP285,molar,160.3499459167421,measured
Landolt_Para_Comp_151,LP151,molar,159.22389887410276,measured
Landolt_Para_Comp_1260,LP1260,molar,36.14682412990603,measured
Landolt_Para_Comp_1169,LP1169,molar,12.797463843953738,measured
Landolt_Dia_Comp_2691,LD2691,molar,-60.16822903424041,measured
Landolt_Para_Comp_241,LP241,molar,282.7971888012239,measured
Landolt_Para_Comp_1513,LP1513,molar,48.63730481549382,measured
Landolt_Para_Comp_3985,LP3985,molar,170.03631652151856,measured
Landolt_Para_Comp_7,LP7,molar,147.46586473443384,measured
Landolt_Dia_Comp_3891,LD3891,molar,-39.59464947365858,measured
Landolt_Para_Comp_3897,LP3897,molar,106.06826826999483,measured
Landolt_Dia_Comp_4913,LD4913,molar,-44.87322658576983,measured
Landolt_Dia_Comp_4288,LD4288,molar,-71.44655173777346,measured
Landolt_Para_Comp_5083,LP5083,molar,362.39678322069216,measured
Landolt_Dia_Comp_1708,LD1708,molar,-36.54458648506025,measured
Landolt_Dia_Comp_5407,LD5407,molar,-14.417957276792706,measured
Landolt_Dia_Comp_3259,LD3259,molar,-68.59463654307541,measured
Landolt_Para_Comp_3790,LP3790,molar,17.998241688405603,measured
Landolt_Dia_Comp_4809,LD4809,molar,-70.01935164191673,measured
Landolt_Para_Comp_1310,LP1310,molar,46.00382430641765,measured
Landolt_Dia_Comp_356,LD356,molar,-56.70080649268748,measured
Landolt_Dia_Comp_2337,LD2337,molar,-49.32751482418358,measured
Landolt_Para_Comp_3943,LP3943,molar,62.46427401465998,measured
Landolt_Dia_Comp_2819,LD2819,molar,-14.57684126090713,measured
Landolt_Para_Comp_5702,LP5702,molar,192.04728467521767,measured
Landolt_Para_Comp_5505,LP5505,molar,70.67074078337907,measured
Landolt_Para_Comp_5280,LP5280,molar,45.81399076547911,measured
Landolt_Para_Comp_2009,LP2009,molar,386.40915641162195,measured
Landolt_Para_Comp_3579,LP3579,molar,210.290368204582,measured
Landolt_Para_Comp_1071,LP1071,molar,194.73767046730413,measured
Landolt_Para_Comp_1650,LP1650,molar,127.61749575762326,measured
Landolt_Para_Comp_368,LP368,molar,67.1537986725298,measured
Landolt_Dia_Comp_2613,LD2613,molar,-42.63885862739394,measured
Landolt_Para_Comp_422,LP422,molar,875.6180513621694,measured
Landolt_Para_Comp_1287,LP1287,molar,242.86116016769938,measured
Landolt_Dia_Comp_4442,LD4442,molar,-77.8111993906216,measured
Landolt_Para_Comp_402,LP402,molar,136.71387599735772,measured
Landolt_Para_Comp_3655,LP3655,molar,51.633815938502394,measured
Landolt_Dia_Comp_3316,LD3316,molar,-1.0,measured
Landolt_Para_Comp_5836,LP5836,molar,17.153760722729142,measured
Landolt_Para_Comp_5287,LP5287,molar,45.70788203125392,measured
Landolt_Para_Comp_2524,LP2524,molar,78.41443056041976,measured
Landolt_Dia_Comp_1869,LD1869,molar,-44.31010708429379,measured
Landolt_Dia_Comp_2370,LD2370,molar,-17.408408560788658,measured
Landolt_Para_Comp_148,LP148,molar,87.62016904893032,measured
Landolt_Para_Comp_2118,LP2118,molar,312.3492110393122,measured
Landolt_Para_Comp_534,LP534,molar,355.1786260785527,measured
Landolt_Dia_Comp_306,LD306,molar,-34.885497066362014,measured
Landolt_Para_Comp_4461,LP4461,molar,82.11742105934573,measured
Landolt_Dia_Comp_1456,LD1456,molar,-39.56276430703912,measured
Landolt_Para_Comp_5230,LP5230,molar,570.5338782860913,measured
Landolt_Para_Comp_5673,LP5673,molar,402.18279733018176,measured
Landolt_Para_Comp_2048,LP2048,molar,86.94251794231053,measured
Landolt_Para_Comp_2258,LP2258,molar,70.30157321976195,measured
Landolt_Dia_Comp_292,LD292,molar,-24.142275050970543,measured
Landolt_Dia_Comp_1616,LD1616,molar,-38.053828557659514,measured
Landolt_Para_Comp_5060,LP5060,molar,154.9818327602658,measured
Landolt_Para_Comp_1041,LP1041,molar,16.850255443625592,measured
Landolt_Para_Comp_214,LP214,molar,116.06076732148345,measured
Landolt_Para_Comp_366,LP366,molar,64.85722836353187,measured
Landolt_Para_Comp_3366,LP3366,molar,116.50993440508499,measured
Landolt_Dia_Comp_5657,LD5657,molar,-49.74250925843387,measured
Landolt_Dia_Comp_1425,LD1425,molar,-55.40013957705433,measured
Landolt_Dia_Comp_4898,LD4898,molar,-48.19899276309513,measured
Landolt_Para_Comp_5807,LP5807,molar,315.53106002986965,measured
Landolt_Dia_Comp_2301,LD2301,molar,-46.47122842753474,measured
Landolt_Dia_Comp_4470,LD4470,molar,-33.55985722627965,measured
Landolt_Dia_Comp_3107,LD3107,molar,-43.517427488413205,measured
Landolt_Para_Comp_3027,LP3027,molar,143.02140992165465,measured
Landolt_Dia_Comp_4480,LD4480,molar,-35.656473010474684,measured
Landolt_Para_Comp_2347,LP2347,molar,61.65616642239982,measured
Landolt_Para_Comp_5235,LP5235,molar,269.3003713507085,measured
Landolt_Para_Comp_5574,LP5574,molar,256.6254779823448,measured
Landolt_Para_Comp_4112,LP4112,molar,293.0129904688586,measured
Landolt_Para_Comp_2461,LP2461,molar,82.79292543568774,measured
Landolt_Para_Comp_4685,LP4685,molar,12.248778175412589,measured
Landolt_Dia_Comp_1624,LD1624,molar,-19.101642697151874,measured
Landolt_Dia_Comp_5071,LD5071,molar,-42.074475461422836,measured
Landolt_Para_Comp_4417,LP4417,molar,59.1591650353985,measured
Landolt_Dia_Comp_2263,LD2263,molar,-23.851218363959102,measured
Landolt_Para_Comp_1291,LP1291,molar,172.54858209621844,measured
Landolt_Para_Comp_2205,LP2205,molar,33.80859969711801,measured
Landolt_Para_Comp_2941,LP2941,molar,245.61476583909592,measured
Landolt_Para_Comp_1890,LP1890,molar,341.50385851930196,measured
Landolt_Dia_Comp_1546,LD1546,molar,-97.21440651322811,measured
Landolt_Para_Comp_3649,LP3649,molar,385.2462579753704,measured
Landolt_Dia_Comp_5446,LD5446,molar,-46.19412531025333,measured
Landolt_Dia_Comp_155,LD155,molar,-34.214866477640676,measured
Landolt_Para_Comp_1840,LP1840,molar,93.24821766570535,measured
Landolt_Para_Comp_2481,LP2481,molar,203.60710260765444,measured
Landolt_Para_Comp_4263,LP4263,molar,257.4256141786675,measured
Landolt_Para_Comp_85,LP85,molar,58.33771634638424,measured
Landolt_Dia_Comp_3971,LD3971,molar,-39.681470811171096,measured
Landolt_Para_Comp_2271,LP2271,molar,261.18081700398596,measured
Landolt_Para_Comp_5144,LP5144,molar,375.1111791263422,measured
Landolt_Dia_Comp_259,LD259,molar,-63.54585029457721,measured
Landolt_Para_Comp_420,LP420,molar,104.25269525553891,measured
Landolt_Dia_Comp_2699,LD2699,molar,-11.724484744619296,measured
Landolt_Para_Comp_1417,LP1417,molar,48.848571646635804,measured
Landolt_Dia_Comp_3549,LD3549,molar,-35.34275278786547,measured
Landolt_Para_Comp_296,LP296,molar,161.22932292469676,measured
Landolt_Dia_Comp_2825,LD2825,molar,-52.76368384654507,measured
Landolt_Dia_Comp_2981,LD2981,molar,-64.11150651836175,measured
Landolt_Dia_Comp_4086,LD4086,molar,-33.20935238570665,measured
Landolt_Para_Comp_4473,LP4473,molar,338.0783882635148,measured
Landolt_Para_Comp_2993,LP2993,molar,83.89863519534043,measured
Landolt_Para_Comp_825,LP825,molar,90.84561271916283,measured
Landolt_Dia_Comp_3274,LD3274,molar,-30.259787998903725,measured
Landolt_Dia_Comp_4957,LD4957,molar,-24.608227559177244,measured
Landolt_Para_Comp_4899,LP4899,molar,306.20046030388556,measured
Landolt_Dia_Comp_2743,LD2743,molar,-44.072296859946775,measured
Landolt_Dia_Comp_3578,LD3578,molar,-25.987802672375324,measured
Landolt_Para_Comp_183,LP183,molar,150.03894704271102,measured
Landolt_Para_Comp_4673,LP4673,molar,831.8769063417034,measured
Landolt_Dia_Comp_3155,LD3155,molar,-57.10481204418139,measured
Landolt_Para_Comp_446,LP446,molar,132.03800769259507,measured
Landolt_Dia_Comp_830,LD830,molar,-43.47928173953166,measured
Landolt_Dia_Comp_2742,LD2742,molar,-45.180414260425486,measured
Landolt_Para_Comp_4910,LP4910,molar,318.3930280224741,measured
Landolt_Dia_Comp_1622,LD1622,molar,-56.08151461832507,measured
Landolt_Para_Comp_5440,LP5440,molar,327.10409241006647,measured
Landolt_Para_Comp_5174,LP5174,molar,101.85590887241386,measured
Landolt_Dia_Comp_2271,LD2271,molar,-89.79058340664675,measured
Landolt_Para_Comp_3008,LP3008,molar,70.20984940044463,measured
Landolt_Dia_Comp_4645,LD4645,molar,-90.19134382882547,measured
Landolt_Para_Comp_3846,LP3846,molar,51.246373370699835,measured
Landolt_Para_Comp_5015,LP5015,molar,39.6486464459065,measured
Landolt_Para_Comp_3918,LP3918,molar,40.26577839672806,measured
Landolt_Para_Comp_5019,LP5019,molar,25.269214340944924,measured
Landolt_Para_Comp_4887,LP4887,molar,49.22728679707579,measured
Landolt_Para_Comp_1920,LP1920,molar,499.1127222891947,measured
Landolt_Para_Comp_2369,LP2369,molar,45.95869956257453,measured
Landolt_Para_Comp_2686,LP2686,molar,100.28119415915035,measured
Landolt_Dia_Comp_2324,LD2324,molar,-51.43036365402356,measured
Landolt_Para_Comp_512,LP512,molar,215.25745038530437,measured
Landolt_Dia_Comp_4441,LD4441,molar,-60.769259055288764,measured
Landolt_Dia_Comp_866,LD866,molar,-39.644838713897286,measured
Landolt_Dia_Comp_4543,LD4543,molar,-55.822554262413455,measured
Landolt_Para_Comp_4178,LP4178,molar,60.94943162958469,measured
Landolt_Para_Comp_4763,LP4763,molar,259.701436899531,measured
Landolt_Dia_Comp_2537,LD2537,molar,-23.77156485845613,measured
Landolt_Dia_Comp_135,LD135,molar,-51.957043617983494,measured
Landolt_Para_Comp_5119,LP5119,molar,36.77209064727588,measured
Landolt_Dia_Comp_712,LD712,molar,-89.15980673311077,measured
Landolt_Para_Comp_2902,LP2902,molar,307.3248768160581,measured
Landolt_Para_Comp_3573,LP3573,molar,282.92060797444134,measured
Landolt_Para_Comp_4023,LP4023,molar,732.7307381340653,measured
Landolt_Dia_Comp_3318,LD3318,molar,-68.32289155129543,measured
Landolt_Dia_Comp_4900,LD4900,molar,-61.42748273471632,measured
Landolt_Para_Comp_2569,LP2569,molar,36.422217882490465,measured
Landolt_Para_Comp_4680,LP4680,molar,63.88495922453581,measured
Landolt_Dia_Comp_4674,LD4674,molar,-54.71154633039435,measured
Landolt_Dia_Comp_5502,LD5502,molar,-37.59967192192871,measured
Landolt_Para_Comp_3767,LP3767,molar,239.39310313210567,measured
Landolt_Dia_Comp_4943,LD4943,molar,-1.0,measured
Landolt_Dia_Comp_1453,LD1453,molar,-46.68062828673819,measured
Landolt_Dia_Comp_125,LD125,molar,-69.19156789316779,measured
Landolt_Dia_Comp_2123,LD2123,molar,-39.9297644065286,measured
Landolt_Para_Comp_276,LP276,molar,68.25643748872102,measured
Landolt_Para_Comp_4166,LP4166,molar,141.21340607018388,measured
Landolt_Dia_Comp_965,LD965,molar,-35.32965712569062,measured
Landolt_Para_Comp_3825,LP3825,molar,1138.7932068094622,measured
Landolt_Para_Comp_2328,LP2328,molar,13.368582813753836,measured
Landolt_Dia_Comp_4506,LD4506,molar,-40.5156667018916,measured
Landolt_Para_Comp_3808,LP3808,molar,78.69905113479706,measured
Landolt_Dia_Comp_2901,LD2901,molar,-54.10497257525663,measured
Landolt_Dia_Comp_3573,LD3573,molar,-63.50949721675988,measured
Landolt_Dia_Comp_434,LD434,molar,-44.54961305859658,measured
Landolt_Dia_Comp_1094,LD1094,molar,-20.708243690587,measured
Landolt_Para_Comp_2783,LP2783,molar,70.41743246369643,measured
Landolt_Dia_Comp_3708,LD3708,molar,-35.61878205898948,measured
Landolt_Dia_Comp_3741,LD3741,molar,-56.280919183004315,measured
Landolt_Para_Comp_2799,LP2799,molar,37.07740306577245,measured
Landolt_Dia_Comp_3885,LD3885,molar,-28.40376923630172,measured
Landolt_Dia_Comp_5361,LD5361,molar,-76.02005245835579,measured
Landolt_Dia_Comp_4426,LD4426,molar,-42.72384606934855,measured
Landolt_Para_Comp_4267,LP4267,molar,93.64945446107845,measured
Landolt_Para_Comp_2399,LP2399,molar,18.38249899099891,measured
Landolt_Dia_Comp_3857,LD3857,molar,-62.288541281826994,measured
Landolt_Para_Comp_305,LP305,molar,66.47238731949426,measured
Landolt_Para_Comp_5823,LP5823,molar,79.43729813676228,measured
Landolt_Dia_Comp_1715,LD1715,molar,-36.2047433793428,measured
Landolt_Dia_Comp_3957,LD3957,molar,-45.85295531854371,measured
Landolt_Dia_Comp_2814,LD2814,molar,-26.07302080650988,measured
Landolt_Para_Comp_2825,LP2825,molar,16.760111585934773,measured
Landolt_Para_Comp_797,LP797,molar,34.665524536325904,measured
Landolt_Dia_Comp_2576,LD2576,molar,-17.831336851779838,measured
Landolt_Dia_Comp_4641,LD4641,molar,-73.27818020657386,measured
Landolt_Para_Comp_2597,LP2597,molar,33.17964044155576,measured
Landolt_Para_Comp_1227,LP1227,molar,52.13822684027163,measured
Landolt_Para_Comp_1816,LP1816,molar,28.24636917487516,measured
Landolt_Dia_Comp_2626,LD2626,molar,-55.01469438679947,measured
Landolt_Para_Comp_1983,LP1983,molar,237.85680636902734,measured
Landolt_Dia_Comp_1877,LD1877,molar,-31.318905644214713,measured
Landolt_Dia_Comp_2292,LD2292,molar,-36.18034381580767,measured
Landolt_Dia_Comp_680,LD680,molar,-56.367751295204314,measured
Landolt_Para_Comp_3176,LP3176,molar,355.05914194596704,measured
Landolt_Para_Comp_3042,LP3042,molar,378.0392356284515,measured
Landolt_Dia_Comp_5898,LD5898,molar,-20.134770603300503,measured
Landolt_Dia_Comp_3623,LD3623,molar,-61.36561429102535,measured
Landolt_Para_Comp_1739,LP1739,molar,172.83190476716922,measured
Landolt_Para_Comp_4993,LP4993,molar,245.1727780947599,measured
Landolt_Para_Comp_5481,LP5481,molar,48.647883425160096,measured
Landolt_Para_Comp_431,LP431,molar,255.62547936801693,measured
Landolt_Para_Comp_1559,LP1559,molar,142.29586680972506,measured
Landolt_Dia_Comp_2666,LD2666,molar,-53.90681923036524,measured
Landolt_Para_Comp_3524,LP3524,molar,225.9021235596219,measured
Landolt_Dia_Comp_5354,LD5354,molar,-56.74820254693744,measured
Landolt_Dia_Comp_2414,LD2414,molar,-75.40205511917652,measured
Landolt_Para_Comp_5374,LP5374,molar,33.75911520010093,measured
Landolt_Para_Comp_2603,LP2603,molar,346.7109167609756,measured
Landolt_Para_Comp_3568,LP3568,molar,136.4381380927402,measured
Landolt_Para_Comp_3754,LP3754,molar,56.008469581610825,measured
Landolt_Para_Comp_4562,LP4562,molar,189.2007076381577,measured
Landolt_Dia_Comp_1853,LD1853,molar,-48.17379333120931,measured
Landolt_Para_Comp_3969,LP3969,molar,48.190887449369804,measured
Landolt_Para_Comp_1690,LP1690,molar,171.33028060132116,measured
Landolt_Para_Comp_1397,LP1397,molar,131.78046124600218,measured
Landolt_Dia_Comp_5599,LD5599,molar,-61.74708871062731,measured
Landolt_Dia_Comp_3113,LD3113,molar,-50.97259202809702,measured
Landolt_Para_Comp_2716,LP2716,molar,23.48481808431137,measured
Landolt_Para_Comp_2751,LP2751,molar,288.8474460487564,measured
Landolt_Dia_Comp_5611,LD5611,molar,-62.29123245248614,measured
Landolt_Para_Comp_5684,LP5684,molar,87.34231167395806,measured
Landolt_Para_Comp_5417,LP5417,molar,12.424267147169859,measured
Landolt_Para_Comp_2019,LP2019,molar,126.68188475997663,measured
Landolt_Dia_Comp_4520,LD4520,molar,-47.41314387521309,measured
Landolt_Dia_Comp_3181,LD3181,molar,-68.95609082808,measured
Landolt_Para_Comp_5736,LP5736,molar,107.10998629428481,measured
Landolt_Para_Comp_1170,LP1170,molar,164.50924081498877,measured
Landolt_Para_Comp_341,LP341,molar,358.7953483974729,measured
Landolt_Dia_Comp_5863,LD5863,molar,-46.12651189262948,measured
Landolt_Dia_Comp_3445,LD3445,molar,-37.65058261639644,measured
Landolt_Dia_Comp_1073,LD1073,molar,-40.77935244594384,measured
Landolt_Para_Comp_1224,LP1224,molar,51.11600234949401,measured
Landolt_Para_Comp_2161,LP2161,molar,81.05174153780457,measured
Landolt_Dia_Comp_4917,LD4917,molar,-53.654983679787094,measured
Landolt_Para_Comp_5979,LP5979,molar,42.63244873332847,measured
Landolt_Para_Comp_4103,LP4103,molar,126.63778683455656,measured
Landolt_Dia_Comp_3845,LD3845,molar,-28.75045335721241,measured
Landolt_Dia_Comp_1185,LD1185,molar,-46.63122102621546,measured
Landolt_Dia_Comp_845,LD845,molar,-88.80421940150798,measured
Landolt_Para_Comp_5425,LP5425,molar,98.07663825185193,measured
Landolt_Dia_Comp_675,LD675,molar,-48.265832667714044,measured
Landolt_Para_Comp_4559,LP4559,molar,179.91848746783361,measured
Landolt_Dia_Comp_284,LD284,molar,-55.87734721925748,measured
Landolt_Para_Comp_5026,LP5026,molar,151.70029210641266,measured
Landolt_Dia_Comp_1658,LD1658,molar,-36.419196084631594,measured
Landolt_Dia_Comp_5895,LD5895,molar,-88.75381606622145,measured
Landolt_Dia_Comp_3033,LD3033,molar,-18.389621539578602,measured
Landolt_Para_Comp_3441,LP3441,molar,26.818865976687174,measured
Landolt_Para_Comp_3648,LP3648,molar,208.67556787253525,measured
Landolt_Dia_Comp_2272,LD2272,molar,-34.18481893242857,measured
Landolt_Dia_Comp_1404,LD1404,molar,-42.9945176103362,measured
Landolt_Dia_Comp_5679,LD5679,molar,-40.147585726506534,measured
Landolt_Dia_Comp_3354,LD3354,molar,-72.51261933895614,measured
Landolt_Para_Comp_1602,LP1602,molar,36.508913571598725,measured
Landolt_Para_Comp_5124,LP5124,molar,34.01284725138592,measured
Landolt_Para_Comp_5046,LP5046,molar,204.89683371947288,measured
Landolt_Dia_Comp_3769,LD3769,molar,-21.194988788154173,measured
Landolt_Para_Comp_3357,LP3357,molar,67.46428948739296,measured
Landolt_Dia_Comp_2559,LD2559,molar,-62.78737363067199,measured
Landolt_Dia_Comp_3944,LD3944,molar,-28.232766654672076,measured
Landolt_Para_Comp_5569,LP5569,molar,226.58225038409384,measured
Landolt_Dia_Comp_3457,LD3457,molar,-62.78411959882351,measured
Landolt_Dia_Comp_1515,LD1515,molar,-55.83283171351068,measured
Landolt_Para_Comp_2339,LP2339,molar,12.743616389427183,measured
Landolt_Para_Comp_1256,LP1256,molar,169.15688891771012,measured
Landolt_Dia_Comp_5774,LD5774,molar,-77.50796644501366,measured
Landolt_Para_Comp_1478,LP1478,molar,16.159299154058527,measured
Landolt_Dia_Comp_3706,LD3706,molar,-39.110064075648815,measured
Landolt_Dia_Comp_343,LD343,molar,-65.72010232806774,measured
Landolt_Dia_Comp_1435,LD1435,molar,-54.995682361152625,measured
Landolt_Dia_Comp_1163,LD1163,molar,-1.0,measured
Landolt_Dia_Comp_4108,LD4108,molar,-20.448678630661234,measured
Landolt_Dia_Comp_2820,LD2820,molar,-52.95603488265648,measured
Landolt_Dia_Comp_1495,LD1495,molar,-72.45809458839526,measured
Landolt_Dia_Comp_3669,LD3669,molar,-55.14605677331009,measured
Landolt_Para_Comp_410,LP410,molar,182.90070686410738,measured
Landolt_Dia_Comp_2281,LD2281,molar,-66.48664520824231,measured
Landolt_Para_Comp_2654,LP2654,molar,96.70945822605125,measured
Landolt_Para_Comp_942,LP942,molar,46.5002891693901,measured
Landolt_Para_Comp_5786,LP5786,molar,650.1068866267556,measured
Landolt_Para_Comp_2719,LP2719,molar,624.3867151704036,measured
