KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE
 ,K,[cm/s2],Msun,d,d, ,ppm, , , ,deg,deg
--------,----,-----,-------,------,------,---,----------,------,-------,-,---------,---------
5803540,4455,4.68,0.6876,16.126,0.08,   ,5352.11,0.967,0.5458,0,295.44055,41.0012
5806573,5841,4.65,1.0595,11.984,0.074,   ,6203.89,1.084,0.6393,0,296.12939,41.06374
5806765,5205,4.64,0.8873,16.669,0.035,   ,10541.5,1.415,0.6798,0,296.17087,41.07731
5806860,5794,4.47,1.046,14.904,0.219,   ,1011.13,0.394,0.2887,0,296.19391,41.01598
5806861,4805,4.43,0.7833,14.044,0.101,   ,5806.68,1.048,0.5799,0,296.19418,41.08187
5807077,5954,4.53,1.093,15.002,0.246,   ,2368.63,0.791,0.4977,0,296.24408,41.08896
5807172,5002,4.42,0.8348,32.561,6.28,   ,2541.84,0.445,0.3007,0,296.26215,41.07042
5807205,6131,4.25,1.1481,18.896,0.073,   ,651.21,0.85,0.4685,0,296.26764,41.00675
5807208,5620,4.92,0.9972,18.767,0.09,SM1,2991.62,0.635,0.4565,0,296.26877,41.07854
5807262,4817,4.54,0.7865,27.588,1.542,   ,3425.66,0.56,0.3803,0,296.28159,41.00526
5807377,5312,4.52,0.9151,24.333,1.283,   ,3889.32,0.501,0.3657,0,296.30881,41.02206
5807464,4804,4.59,0.783,23.512,0.183,   ,5544.36,0.697,0.4421,0,296.32596,41.03022
5807731,5456,4.57,0.953,6.092,0.007,   ,35362.66,1.544,0.7715,0,296.37979,41.08301
5807795,4718,4.59,0.7601,30.585,0.504,   ,7687.93,0.783,0.4814,0,296.39352,41.09992
5808113,5454,4.72,0.9525,14.327,0.044,   ,7095.93,0.997,0.6102,0,296.46494,41.05041
5808236,5599,4.64,0.9915,20.893,4.257,   ,2420.28,0.652,0.4399,0,296.48965,41.09
5808396,5992,4.52,1.1045,5.637,0.016,   ,13757.05,1.311,0.7267,0,296.52139,41.06014
5808421,5430,4.71,0.9461,22.464,0.382,   ,4833.7,0.612,0.4368,0,296.52701,41.08626
5808439,6421,4.26,1.2471,2.553,0.028,   ,2183.2,0.333,0.2579,0,296.52991,41.06323
5808571,6069,4.43,1.1284,10.554,0.171,BQR,1109.54,0.413,0.3326,0,296.55423,41.09918
5808667,5951,4.55,1.0921,14.065,0.215,   ,4410.3,0.689,0.4669,0,296.57574,41.03159
5808673,5704,4.39,1.0205,1.019,0.004,   ,2270.7,1.22,0.635,0,296.57733,41.00732
5808791,5585,3.84,0.9877,13.671,0.139,   ,998.02,0.817,0.5239,0,296.6048,41.09307
5808975,5981,4.66,1.1012,5.582,0.022,   ,5835.44,0.997,0.5924,0,296.65088,41.01271
5809018,6039,4.41,1.119,3.132,0.005,   ,6667.97,1.379,0.729,0,296.66043,41.05055
5809372,6478,4.33,1.268,1.397,0.008,   ,1484.6,0.81,0.5437,0,296.73676,41.00066
5809564,5447,4.77,0.9506,21.973,0.044,   ,2872.47,0.857,0.5238,0,296.77954,41.04091
5809567,5627,4.78,0.9991,14.968,0.014,   ,6645.29,0.858,0.5685,0,296.77975,41.01596
5809573,5534,4.92,0.9739,22.132,0.635,   ,3273.37,0.575,0.4049,0,296.78091,41.08976
5809695,5345,3.77,0.9237,26.756,0.07,   ,30587.97,1.294,0.6139,0,296.81305,41.01351
5809758,6134,4.33,1.1491,10.679,0.017,   ,4901.77,1.32,0.6639,0,296.83112,41.01496
5809967,5241,4.51,0.8966,22.906,1.268,   ,5365.58,0.8,0.523,0,296.879,41.04666
5810112,5563,4.36,0.9817,7.782,0.195,   ,11215.48,1.355,0.7351,0,296.91364,41.03502
5810113,6355,4.22,1.2235,3.003,0.027,SM1,2346.63,0.629,0.4445,0,296.91394,41.02569
5810184,5593,4.56,0.9898,5.284,0.008,   ,19418.95,1.469,0.7611,0,296.92822,41.04201
5810272,5147,4.51,0.8723,31.192,3.636,   ,4775.23,0.466,0.3078,0,296.94397,41.08354
5810671,6238,4.38,1.1833,2.971,0.141,   ,1847.62,0.668,0.4463,0,297.03674,41.0741
5810714,5494,4.37,0.9631,12.826,0.034,   ,13967.75,1.303,0.6942,0,297.04486,41.01312
5810806,5670,3.73,1.011,2.874,0.006,   ,1186.79,0.748,0.4376,0,297.0621,41.06224
5811025,5039,4.57,0.8444,32.636,1.071,   ,6265.25,0.68,0.4014,0,297.11017,41.01719
5811127,5564,4.53,0.982,22.278,0.068,   ,2683.52,0.81,0.4913,0,297.13205,41.08278
5811262,5369,4.66,0.93,2.431,0.006,   ,64506.47,1.457,0.7191,0,297.16476,41.06735
5811270,5015,4.69,0.8381,33.337,4.449,   ,2205.91,0.463,0.2987,0,297.16757,41.04901
5811352,5057,4.61,0.849,19.681,0.06,   ,8294.19,1.102,0.6362,0,297.18909,41.04201
5811371,5146,4.89,0.872,11.152,0.042,   ,8246.84,1.252,0.6775,0,297.19156,41.02176
