material,formula,type,chi_value_cgs
Dia_Comp_925,D925,molar,-48.721624913730935
Para_Comp_181,P181,molar,304.2131262607242
Para_Comp_592,P592,molar,16.8149707652913
Para_Comp_1213,P1213,molar,25.409260784319667
Para_Comp_957,P957,molar,202.42187487680445
Dia_Comp_868,D868,molar,-40.13844114791022
Para_Comp_167,P167,molar,62.22823118037973
Dia_Comp_1203,D1203,molar,-48.21621092515515
Dia_Comp_138,D138,molar,-70.53661407211139
Para_Comp_1590,P1590,molar,65.67188357649579
Dia_Comp_1299,D1299,molar,-64.58606736226979
Para_Comp_297,P297,molar,115.47928082844324
Para_Comp_635,P635,molar,141.8569722237716
Para_Comp_582,P582,molar,123.39384149426553
Dia_Comp_516,D516,molar,-37.571996257318496
Para_Comp_532,P532,molar,13.396423368974878
Dia_Comp_5,D5,molar,-42.37458748080248
Dia_Comp_709,D709,molar,-66.80588668038024
Levitator_Proxy_8,L8,molar,-294.3274297186861
Para_Comp_1248,P1248,molar,125.25905232785432
Para_Comp_1168,P1168,molar,77.48212535840318
Dia_Comp_387,D387,molar,-36.99190729099501
Dia_Comp_1359,D1359,molar,-43.09237305454888
Para_Comp_687,P687,molar,105.14599058751041
Para_Comp_251,P251,molar,80.2494475624623
Para_Comp_1354,P1354,molar,109.08646308789281
Dia_Comp_279,D279,molar,-38.371223157590556
Dia_Comp_539,D539,molar,-41.183920819599884
Dia_Comp_849,D849,molar,-47.827292890382196
Dia_Comp_875,D875,molar,-42.18190488576561
Para_Comp_8,P8,molar,719.2982770382703
Dia_Comp_200,D200,molar,-50.54665866031862
Dia_Comp_487,D487,molar,-48.525619534779025
Dia_Comp_256,D256,molar,-49.5240096193263
Dia_Comp_1193,D1193,molar,-62.477834696348694
Para_Comp_1258,P1258,molar,606.909656787567
Dia_Comp_372,D372,molar,-49.63303032473772
Dia_Comp_420,D420,molar,-47.50962780650811
Dia_Comp_978,D978,molar,-38.68149897460064
Dia_Comp_1219,D1219,molar,-33.04868479049052
Dia_Comp_552,D552,molar,-33.46333176627524
Para_Comp_566,P566,molar,28.242007445175993
Para_Comp_1535,P1535,molar,22.143287263900184
Para_Comp_809,P809,molar,75.61852899241232
Dia_Comp_81,D81,molar,-37.29202465119931
Para_Comp_206,P206,molar,129.46674048204426
Para_Comp_918,P918,molar,87.34324722215685
Para_Comp_59,P59,molar,231.9584526968297
Para_Comp_1173,P1173,molar,260.8479287464778
Para_Comp_187,P187,molar,43.14038779523452
Dia_Comp_283,D283,molar,-47.83199910663967
Para_Comp_734,P734,molar,29.607598866023093
Dia_Comp_1171,D1171,molar,-39.57463027391474
Dia_Comp_434,D434,molar,-38.317736256081794
Dia_Comp_861,D861,molar,-50.40043234842187
Para_Comp_799,P799,molar,356.30282842437754
Para_Comp_542,P542,molar,79.3270467201398
Dia_Comp_749,D749,molar,-31.831431924323702
Para_Comp_783,P783,molar,130.17860729731495
Dia_Comp_1345,D1345,molar,-65.43284880524399
Dia_Comp_178,D178,molar,-54.67164258012663
Dia_Comp_6,D6,molar,-68.76929710643627
Para_Comp_219,P219,molar,38.45563326710497
Dia_Comp_1320,D1320,molar,-23.124457864492374
Dia_Comp_1077,D1077,molar,-59.56482302331482
Para_Comp_450,P450,molar,17.7549923243302
Para_Comp_1539,P1539,molar,16.475334490105322
Para_Comp_1276,P1276,molar,50.96687833464652
Para_Comp_749,P749,molar,38.69548002614559
Dia_Comp_179,D179,molar,-18.006028320100683
Dia_Comp_118,D118,molar,-29.86646677687841
Para_Comp_1052,P1052,molar,198.49462480307915
Para_Comp_1105,P1105,molar,137.591808771526
Dia_Comp_1134,D1134,molar,-46.15062743322046
Para_Comp_1368,P1368,molar,93.28767648450061
Para_Comp_678,P678,molar,32.002356367987616
Dia_Comp_395,D395,molar,-52.019790656195966
Dia_Comp_693,D693,molar,-67.42835362736136
Para_Comp_444,P444,molar,203.520987663665
Para_Comp_895,P895,molar,460.314905191298
Para_Comp_240,P240,molar,306.7678294844402
Para_Comp_759,P759,molar,189.3450986680077
Dia_Comp_375,D375,molar,-29.52065549474229
Para_Comp_731,P731,molar,11.406333399903584
Para_Comp_1328,P1328,molar,310.93872405460496
Para_Comp_1491,P1491,molar,38.005173533842324
Dia_Comp_51,D51,molar,-46.424365149336936
Dia_Comp_1344,D1344,molar,-26.00700714419762
Para_Comp_904,P904,molar,25.564007589121637
Dia_Comp_1096,D1096,molar,-30.415736318158153
Para_Comp_927,P927,molar,216.77035933265185
Para_Comp_1490,P1490,molar,218.53458366965418
Para_Comp_651,P651,molar,141.6242045756836
Para_Comp_728,P728,molar,165.27890804512992
Para_Comp_1090,P1090,molar,301.11104132170414
Dia_Comp_1033,D1033,molar,-47.59838859283798
Para_Comp_1597,P1597,molar,48.52919762499745
Para_Comp_899,P899,molar,240.39974202265594
Para_Comp_107,P107,molar,98.41648368952335
Para_Comp_1065,P1065,molar,388.4569495835097
Dia_Comp_64,D64,molar,-69.07274703510753
Dia_Comp_1069,D1069,molar,-48.04948873080191
Dia_Comp_555,D555,molar,-51.07126013178154
Para_Comp_1524,P1524,molar,55.66829327236262
Para_Comp_1323,P1323,molar,142.966081128542
Para_Comp_1380,P1380,molar,20.961002520898916
Dia_Comp_745,D745,molar,-14.685344834752478
Para_Comp_83,P83,molar,120.13133265982958
Dia_Comp_755,D755,molar,-49.82335864696794
Dia_Comp_1144,D1144,molar,-19.223666283509665
Para_Comp_541,P541,molar,14.434016707140753
Para_Comp_380,P380,molar,386.2670573210351
Para_Comp_1420,P1420,molar,19.851976190203118
Para_Comp_987,P987,molar,39.76881546631051
Para_Comp_1157,P1157,molar,672.3380016078463
Dia_Comp_1124,D1124,molar,-51.308202592660216
Para_Comp_1344,P1344,molar,162.08765811861824
Para_Comp_1262,P1262,molar,158.7832147268793
Dia_Comp_774,D774,molar,-35.662797564957245
Dia_Comp_606,D606,molar,-41.28998180165613
Para_Comp_9,P9,molar,129.30015649308623
Para_Comp_898,P898,molar,686.8535546987982
Para_Comp_891,P891,molar,104.74229751442232
Para_Comp_1511,P1511,molar,59.04739198184283
Para_Comp_1192,P1192,molar,62.87964123367561
Para_Comp_748,P748,molar,128.94591554043075
Dia_Comp_645,D645,molar,-12.116552949904314
Dia_Comp_1094,D1094,molar,-13.285235582110381
Dia_Comp_1021,D1021,molar,-25.1085490788143
Para_Comp_74,P74,molar,724.4636489497535
Para_Comp_928,P928,molar,42.37312196118535
Para_Comp_986,P986,molar,263.88037053397363
Dia_Comp_1204,D1204,molar,-42.017820938989345
Para_Comp_913,P913,molar,347.16228838987087
Dia_Comp_988,D988,molar,-45.11953101279345
Dia_Comp_172,D172,molar,-65.39400855702077
Dia_Comp_58,D58,molar,-49.45429140749265
Para_Comp_1191,P1191,molar,39.32363989774109
Para_Comp_778,P778,molar,99.57786078221349
Dia_Comp_206,D206,molar,-37.78964705646042
Para_Comp_1445,P1445,molar,209.9021211851569
Dia_Comp_156,D156,molar,-69.31253142584863
Dia_Comp_448,D448,molar,-30.40079514847537
Dia_Comp_1127,D1127,molar,-10.331293018616805
Para_Comp_1337,P1337,molar,17.77098584673662
Para_Comp_694,P694,molar,30.684207902480942
Dia_Comp_391,D391,molar,-27.651583835298563
Para_Comp_630,P630,molar,22.28005253970585
Para_Comp_217,P217,molar,69.85983103172231
Para_Comp_318,P318,molar,119.03153289356797
Dia_Comp_1319,D1319,molar,-67.15936783299863
Dia_Comp_746,D746,molar,-31.098227918797406
Dia_Comp_1010,D1010,molar,-73.73434599414941
Dia_Comp_971,D971,molar,-44.167806359314326
Dia_Comp_158,D158,molar,-23.50366996154654
Dia_Comp_376,D376,molar,-9.29094831769806
Para_Comp_523,P523,molar,488.42604871664935
Para_Comp_539,P539,molar,183.40072207020327
Para_Comp_1299,P1299,molar,544.5926591611811
Para_Comp_1451,P1451,molar,510.62272207896683
Dia_Comp_1087,D1087,molar,-35.739119129213336
Para_Comp_530,P530,molar,189.20404679002738
Dia_Comp_1056,D1056,molar,-21.272786891749597
Dia_Comp_785,D785,molar,-25.199401901948825
Para_Comp_1050,P1050,molar,74.53177519456176
Dia_Comp_1386,D1386,molar,-31.248683214912305
Para_Comp_693,P693,molar,176.49221020931347
Para_Comp_579,P579,molar,203.20530660038557
Para_Comp_1286,P1286,molar,41.45546620400827
Dia_Comp_1005,D1005,molar,-32.432440861816296
Para_Comp_1358,P1358,molar,372.21245045054286
Para_Comp_237,P237,molar,80.44248050900799
Dia_Comp_1003,D1003,molar,-41.990277220208405
Para_Comp_431,P431,molar,203.5821242901868
Dia_Comp_652,D652,molar,-33.192755376266575
Dia_Comp_1314,D1314,molar,-24.972019496770628
Para_Comp_200,P200,molar,193.62357501865344
Para_Comp_550,P550,molar,171.9035980827055
Para_Comp_750,P750,molar,357.55438135687535
Dia_Comp_239,D239,molar,-48.462770211087886
Para_Comp_437,P437,molar,105.5958470797418
Para_Comp_991,P991,molar,79.71701642801482
Dia_Comp_930,D930,molar,-34.41386993734784
Dia_Comp_958,D958,molar,-41.98963607294043
Dia_Comp_450,D450,molar,-31.23834873319516
Para_Comp_1064,P1064,molar,340.14218558080927
Para_Comp_1277,P1277,molar,115.73965914402126
Dia_Comp_862,D862,molar,-38.81275788534002
Para_Comp_601,P601,molar,77.44883918868638
Dia_Comp_696,D696,molar,-29.80855757178925
Dia_Comp_1388,D1388,molar,-48.5682270260952
Para_Comp_779,P779,molar,125.04337663789404
Para_Comp_1048,P1048,molar,110.94061343757295
Dia_Comp_72,D72,molar,-37.3019721661636
Dia_Comp_1266,D1266,molar,-47.00358167427694
Dia_Comp_543,D543,molar,-41.29607280714816
Dia_Comp_893,D893,molar,-31.95813871668049
Para_Comp_1129,P1129,molar,35.13325819461096
Dia_Comp_1291,D1291,molar,-22.176451910259537
Para_Comp_344,P344,molar,72.9312553623306
Dia_Comp_908,D908,molar,-51.05050260374396
Para_Comp_874,P874,molar,440.909571454997
Para_Comp_1159,P1159,molar,111.2501795380501
Para_Comp_124,P124,molar,507.91854641398646
Dia_Comp_1082,D1082,molar,-23.60846141076274
Para_Comp_365,P365,molar,95.74955823796958
Dia_Comp_649,D649,molar,-8.720525654313683
Dia_Comp_942,D942,molar,-31.08832495159251
Dia_Comp_956,D956,molar,-52.83286000322496
Dia_Comp_951,D951,molar,-38.37629538248699
Para_Comp_784,P784,molar,133.82549008464395
Para_Comp_352,P352,molar,95.38977716332923
Para_Comp_261,P261,molar,646.7337043626592
Para_Comp_1148,P1148,molar,233.2504938040468
Para_Comp_348,P348,molar,471.8653682126127
Para_Comp_897,P897,molar,87.649895182421
Levitator_Proxy_45,L45,molar,-284.42614438226656
Dia_Comp_1111,D1111,molar,-34.67437732212004
Para_Comp_362,P362,molar,43.09889111807126
Dia_Comp_1166,D1166,molar,-48.4062726590956
Dia_Comp_1316,D1316,molar,-45.98381372612353
Para_Comp_371,P371,molar,62.14314738227021
Para_Comp_1353,P1353,molar,215.22052174544325
Para_Comp_1425,P1425,molar,123.43831775955572
Dia_Comp_800,D800,molar,-8.238127011877555
Dia_Comp_946,D946,molar,-24.785610528065135
Dia_Comp_676,D676,molar,-56.86707645385443
Para_Comp_446,P446,molar,144.351095730361
Para_Comp_863,P863,molar,300.80710727002867
Dia_Comp_1221,D1221,molar,-42.080239340252646
Dia_Comp_363,D363,molar,-57.57778656473144
Para_Comp_1342,P1342,molar,118.34618553927605
Dia_Comp_368,D368,molar,-46.210380758174075
Dia_Comp_736,D736,molar,-42.664680122018076
Para_Comp_576,P576,molar,161.53115919987454
Dia_Comp_526,D526,molar,-34.80510414914878
Dia_Comp_52,D52,molar,-44.72097453661899
Para_Comp_667,P667,molar,50.86385277797389
Para_Comp_1546,P1546,molar,165.93562941050223
Dia_Comp_507,D507,molar,-54.4309988234351
Dia_Comp_992,D992,molar,-50.93091370148119
Dia_Comp_1084,D1084,molar,-44.94567246000268
Para_Comp_1352,P1352,molar,171.81455963581303
Para_Comp_691,P691,molar,119.66646531613229
Para_Comp_360,P360,molar,137.2748005167154
Para_Comp_772,P772,molar,94.72690955039286
Para_Comp_842,P842,molar,19.62494692649567
Dia_Comp_205,D205,molar,-23.018178108591567
Para_Comp_675,P675,molar,158.991350557465
Dia_Comp_467,D467,molar,-49.10949718469868
Para_Comp_1135,P1135,molar,40.53873352418012
Para_Comp_1153,P1153,molar,112.23977115016562
Dia_Comp_362,D362,molar,-40.932687717807646
Dia_Comp_1117,D1117,molar,-18.293103116524318
Para_Comp_1279,P1279,molar,218.6086908657363
Dia_Comp_75,D75,molar,-48.921016086959355
Para_Comp_199,P199,molar,258.4944745764601
Para_Comp_1018,P1018,molar,214.39931613999104
Para_Comp_1360,P1360,molar,203.1569654238723
Para_Comp_233,P233,molar,12.31823035202976
Dia_Comp_182,D182,molar,-25.937415414710607
Dia_Comp_643,D643,molar,-28.717066850303613
Para_Comp_1495,P1495,molar,318.3087775715766
Dia_Comp_567,D567,molar,-51.434080680832736
Para_Comp_1436,P1436,molar,92.90665006238572
Dia_Comp_102,D102,molar,-23.130501226153157
Dia_Comp_1180,D1180,molar,-18.037710451605385
Dia_Comp_24,D24,molar,-47.21106918906105
Para_Comp_17,P17,molar,108.76297287344671
Dia_Comp_1318,D1318,molar,-25.148246102713607
Para_Comp_80,P80,molar,140.2859263668638
Dia_Comp_142,D142,molar,-24.63526570149445
Para_Comp_1119,P1119,molar,42.29122746458181
Dia_Comp_809,D809,molar,-40.44245302846942
Para_Comp_1029,P1029,molar,272.9029765564215
Para_Comp_1565,P1565,molar,187.1232027424302
Para_Comp_785,P785,molar,394.68151476933275
Levitator_Proxy_28,L28,molar,-260.5517696176257
Para_Comp_259,P259,molar,120.56371745724694
Para_Comp_1514,P1514,molar,153.65656901283793
Dia_Comp_511,D511,molar,-39.25140057378171
Levitator_Proxy_13,L13,molar,-214.3200806829544
Dia_Comp_397,D397,molar,-44.36911738056541
Para_Comp_606,P606,molar,91.02218029943761
Para_Comp_1264,P1264,molar,315.8431527124203
Dia_Comp_415,D415,molar,-49.68131342970358
Para_Comp_1134,P1134,molar,26.097052907603814
Levitator_Proxy_42,L42,molar,-209.0995059393744
Para_Comp_1412,P1412,molar,52.45975496487971
Dia_Comp_715,D715,molar,-52.774109826976904
Para_Comp_1467,P1467,molar,324.7181669261923
Para_Comp_658,P658,molar,73.20900086062318
Para_Comp_127,P127,molar,82.4627981646638
Dia_Comp_234,D234,molar,-48.69853011884921
Dia_Comp_776,D776,molar,-42.63135580809375
Dia_Comp_49,D49,molar,-27.61998184196293
Para_Comp_1493,P1493,molar,85.12987650721838
Para_Comp_43,P43,molar,68.64107371001688
Dia_Comp_948,D948,molar,-42.65399394653687
Para_Comp_1062,P1062,molar,74.80684227354294
Dia_Comp_1040,D1040,molar,-23.116475102655237
Dia_Comp_919,D919,molar,-48.593707887414915
Dia_Comp_352,D352,molar,-31.6646286296486
Para_Comp_1531,P1531,molar,380.872699312314
Dia_Comp_642,D642,molar,-36.9469403108514
Para_Comp_954,P954,molar,103.67043176096618
Para_Comp_1126,P1126,molar,112.45006618593096
Dia_Comp_550,D550,molar,-29.53597092242088
Para_Comp_588,P588,molar,198.68756703548584
Dia_Comp_249,D249,molar,-74.57282067397006
Para_Comp_568,P568,molar,77.61932359788605
Dia_Comp_323,D323,molar,-49.71792490449449
Para_Comp_1317,P1317,molar,293.35250043812437
Dia_Comp_145,D145,molar,-37.115530770074265
Para_Comp_477,P477,molar,124.88718742468708
Dia_Comp_731,D731,molar,-57.89961969068915
Dia_Comp_1006,D1006,molar,-31.278409206882216
Dia_Comp_124,D124,molar,-62.63730235903268
Dia_Comp_1372,D1372,molar,-65.0660935432979
Dia_Comp_122,D122,molar,-24.448902006312977
Para_Comp_1042,P1042,molar,53.43447830394481
Para_Comp_876,P876,molar,241.9426858699153
Dia_Comp_280,D280,molar,-40.28780560144371
Dia_Comp_1304,D1304,molar,-30.032611528728662
Dia_Comp_291,D291,molar,-22.361850131771078
Para_Comp_1522,P1522,molar,120.10371659688663
Dia_Comp_1237,D1237,molar,-18.23393043243425
Para_Comp_882,P882,molar,130.7384416366403
Para_Comp_47,P47,molar,251.42202299396268
Dia_Comp_941,D941,molar,-27.27361354347735
Dia_Comp_1280,D1280,molar,-42.498457806986835
Dia_Comp_1255,D1255,molar,-16.758265471953063
Dia_Comp_337,D337,molar,-22.80074940932665
Para_Comp_97,P97,molar,186.97044894024754
Dia_Comp_1189,D1189,molar,-40.81760851481353
Para_Comp_589,P589,molar,57.86463991414427
Dia_Comp_451,D451,molar,-33.36742126098237
Para_Comp_126,P126,molar,36.304150961375484
Para_Comp_214,P214,molar,14.289324297714439
Para_Comp_483,P483,molar,192.40691406236795
Para_Comp_841,P841,molar,76.81915926064691
Para_Comp_1468,P1468,molar,10.308796385420179
Para_Comp_547,P547,molar,658.6000573502428
Para_Comp_306,P306,molar,323.96067881890843
Dia_Comp_167,D167,molar,-59.47962921080684
Para_Comp_312,P312,molar,380.61634383416566
Para_Comp_890,P890,molar,128.84400161825948
Para_Comp_254,P254,molar,173.86096248526667
Para_Comp_235,P235,molar,365.61501174361524
Para_Comp_207,P207,molar,74.09708463803032
Para_Comp_1472,P1472,molar,51.930832730857084
Para_Comp_347,P347,molar,436.8648317755957
Para_Comp_1099,P1099,molar,321.85095883324067
Para_Comp_448,P448,molar,44.25924103788376
Para_Comp_41,P41,molar,147.86340862155436
Para_Comp_571,P571,molar,101.99966998982002
Para_Comp_902,P902,molar,103.1635957477219
Levitator_Proxy_24,L24,molar,-231.2673114899649
Para_Comp_1383,P1383,molar,38.06422011377376
Dia_Comp_422,D422,molar,-40.15101773113012
Dia_Comp_845,D845,molar,-61.52618055235466
Para_Comp_1419,P1419,molar,135.65606613757768
Para_Comp_1461,P1461,molar,309.4879700032268
Dia_Comp_492,D492,molar,-57.68525186408319
Para_Comp_633,P633,molar,18.967356664683024
Para_Comp_268,P268,molar,182.60040534253008
Dia_Comp_77,D77,molar,-25.805952599782522
Para_Comp_1479,P1479,molar,93.1231514290104
Para_Comp_1492,P1492,molar,298.49027912261477
Dia_Comp_656,D656,molar,-25.22366784321631
Dia_Comp_1354,D1354,molar,-39.68995007256989
Para_Comp_7,P7,molar,815.4921461571377
Dia_Comp_222,D222,molar,-31.55186800587324
Dia_Comp_775,D775,molar,-23.03988942013676
Para_Comp_1060,P1060,molar,20.647199053467197
Para_Comp_1410,P1410,molar,72.9550787812943
Dia_Comp_1380,D1380,molar,-21.317646792109276
Para_Comp_356,P356,molar,96.5931760228506
Para_Comp_481,P481,molar,229.64376271858637
Para_Comp_294,P294,molar,232.44606305969424
Dia_Comp_1036,D1036,molar,-41.23395229411497
Dia_Comp_525,D525,molar,-37.4787608615691
Para_Comp_272,P272,molar,127.10395693778383
Dia_Comp_530,D530,molar,-46.23105246088438
Para_Comp_151,P151,molar,169.3661462050837
Dia_Comp_385,D385,molar,-31.626861557607825
Para_Comp_726,P726,molar,242.61540386657487
Dia_Comp_682,D682,molar,-57.80722614009684
Para_Comp_1144,P1144,molar,23.732085641434004
Para_Comp_996,P996,molar,46.39862824291636
Para_Comp_872,P872,molar,182.51828643201634
Dia_Comp_586,D586,molar,-30.743187946589067
Dia_Comp_569,D569,molar,-55.5875120314325
Dia_Comp_1270,D1270,molar,-45.34727129789911
Para_Comp_555,P555,molar,72.91013704681475
Para_Comp_1202,P1202,molar,197.34542720883556
Para_Comp_1550,P1550,molar,21.436524299966145
Para_Comp_1382,P1382,molar,135.59327334155512
Dia_Comp_1391,D1391,molar,-50.94515532534055
Para_Comp_1072,P1072,molar,187.15448293959233
Para_Comp_973,P973,molar,111.77247792956629
Para_Comp_763,P763,molar,132.00724947310243
Para_Comp_285,P285,molar,161.43552040389417
Dia_Comp_967,D967,molar,-40.94451828304917
Para_Comp_1082,P1082,molar,204.77053819742218
Dia_Comp_399,D399,molar,-17.709468746101912
Dia_Comp_1058,D1058,molar,-58.6977773512634
Para_Comp_551,P551,molar,158.50572190491653
Para_Comp_1034,P1034,molar,15.8096316095502
Dia_Comp_514,D514,molar,-28.719145047218422
Dia_Comp_890,D890,molar,-50.51191614460652
Para_Comp_939,P939,molar,115.16593848252857
Dia_Comp_396,D396,molar,-20.824971304644702
Dia_Comp_374,D374,molar,-47.39352063261032
Dia_Comp_392,D392,molar,-51.6061146937715
Dia_Comp_979,D979,molar,-52.44741498554414
Para_Comp_23,P23,molar,296.94572553328584
Dia_Comp_969,D969,molar,-21.5661010846967
Para_Comp_39,P39,molar,234.42330572034845
Para_Comp_1474,P1474,molar,84.5391382733974
Para_Comp_1014,P1014,molar,51.96269838188018
Dia_Comp_412,D412,molar,-27.07745060208503
Dia_Comp_1208,D1208,molar,-55.12956761444982
Dia_Comp_238,D238,molar,-28.743688558067902
Para_Comp_945,P945,molar,299.92870986235204
Para_Comp_1405,P1405,molar,559.8881261647077
Para_Comp_1228,P1228,molar,116.74435860047014
Para_Comp_476,P476,molar,12.370355983807105
Para_Comp_358,P358,molar,82.21924801389946
Para_Comp_1418,P1418,molar,109.13711021035502
Dia_Comp_1348,D1348,molar,-26.210498257235287
Para_Comp_1211,P1211,molar,212.4323604578084
Para_Comp_309,P309,molar,124.20498247999485
Dia_Comp_1130,D1130,molar,-29.148063769072316
Dia_Comp_938,D938,molar,-51.752006609850646
Para_Comp_839,P839,molar,70.22755622562988
Para_Comp_500,P500,molar,33.331855127501214
Para_Comp_417,P417,molar,303.353223785806
Dia_Comp_770,D770,molar,-40.8926132787978
Para_Comp_634,P634,molar,98.87935637076743
Para_Comp_1190,P1190,molar,179.24127996345266
Para_Comp_1476,P1476,molar,316.778345347252
Para_Comp_977,P977,molar,400.30592144413043
Para_Comp_596,P596,molar,55.14134270788315
Para_Comp_313,P313,molar,126.56816385400131
Para_Comp_405,P405,molar,488.43240056119834
Dia_Comp_994,D994,molar,-46.9626435952663
Para_Comp_218,P218,molar,72.34758134347024
Dia_Comp_545,D545,molar,-37.10980987728986
Dia_Comp_1182,D1182,molar,-50.07745941656166
Para_Comp_1348,P1348,molar,87.72161336680966
Dia_Comp_964,D964,molar,-33.71998776612608
Dia_Comp_1361,D1361,molar,-22.417414797156408
Dia_Comp_1275,D1275,molar,-57.038833569144415
Dia_Comp_1305,D1305,molar,-36.48884213018317
Para_Comp_886,P886,molar,80.38695817540145
Para_Comp_1245,P1245,molar,81.34434344179441
Para_Comp_1130,P1130,molar,135.5651600550275
Dia_Comp_566,D566,molar,-59.87243532320055
Dia_Comp_619,D619,molar,-37.73679763256639
Dia_Comp_1330,D1330,molar,-71.32400962560418
Dia_Comp_347,D347,molar,-35.37250622867657
Dia_Comp_88,D88,molar,-26.04781308630723
Dia_Comp_240,D240,molar,-38.45987621706481
Dia_Comp_472,D472,molar,-29.67868733345538
Dia_Comp_223,D223,molar,-18.58806431736943
Dia_Comp_818,D818,molar,-17.032396193478174
Dia_Comp_1139,D1139,molar,-38.89977841809248
Para_Comp_806,P806,molar,54.93699311563533
Para_Comp_321,P321,molar,187.6259099498423
Para_Comp_983,P983,molar,15.204066282498449
Dia_Comp_407,D407,molar,-35.01844354262633
Dia_Comp_134,D134,molar,-31.25547846307643
Para_Comp_626,P626,molar,54.83960563036714
Para_Comp_698,P698,molar,83.70140390546688
Para_Comp_1069,P1069,molar,156.61847300805627
Dia_Comp_848,D848,molar,-41.295471276483724
Dia_Comp_325,D325,molar,-53.063117782242344
Para_Comp_657,P657,molar,169.1091884442356
Dia_Comp_521,D521,molar,-60.48361414571599
Dia_Comp_1365,D1365,molar,-46.48241601517135
Para_Comp_896,P896,molar,84.93944765475214
Dia_Comp_303,D303,molar,-45.072996785090545
Dia_Comp_572,D572,molar,-37.654652667500244
Para_Comp_1413,P1413,molar,146.7297484372285
Para_Comp_1321,P1321,molar,21.491075866030055
Dia_Comp_139,D139,molar,-38.51778349943396
Para_Comp_835,P835,molar,158.87957681545032
Para_Comp_787,P787,molar,123.7710949230571
Dia_Comp_3,D3,molar,-42.65984676348226
Para_Comp_1261,P1261,molar,27.065575577465086
Dia_Comp_490,D490,molar,-45.68649720531762
Para_Comp_1429,P1429,molar,98.08395212874241
Dia_Comp_1399,D1399,molar,-29.433040180055645
Dia_Comp_327,D327,molar,-31.93694585092396
Para_Comp_960,P960,molar,16.138959506113306
Para_Comp_1094,P1094,molar,14.136652436139684
Para_Comp_513,P513,molar,20.632256212630672
Para_Comp_572,P572,molar,127.48541503885848
Para_Comp_1470,P1470,molar,14.264205204983636
Para_Comp_271,P271,molar,60.2709395510469
Para_Comp_1154,P1154,molar,35.655476993557414
Dia_Comp_589,D589,molar,-40.74082565863554
Para_Comp_1296,P1296,molar,28.748027422799193
Para_Comp_145,P145,molar,184.35851905436633
Para_Comp_906,P906,molar,218.12123252144403
Para_Comp_953,P953,molar,34.577433891370816
Para_Comp_861,P861,molar,227.5727061173653
Dia_Comp_583,D583,molar,-52.89276458266316
Para_Comp_298,P298,molar,22.75426635096205
Dia_Comp_1238,D1238,molar,-22.87890497660781
Para_Comp_122,P122,molar,215.38740971978237
Para_Comp_343,P343,molar,102.77135552842972
Para_Comp_1485,P1485,molar,263.5826180456904
Para_Comp_1036,P1036,molar,98.4700102069959
Para_Comp_131,P131,molar,37.6833424114011
Para_Comp_133,P133,molar,115.10909592388695
Para_Comp_421,P421,molar,559.606633049465
Levitator_Proxy_6,L6,molar,-257.28775278630656
Para_Comp_788,P788,molar,39.35816252833057
Dia_Comp_305,D305,molar,-42.29303013808361
Para_Comp_725,P725,molar,391.23073298807867
Para_Comp_598,P598,molar,176.31908012648455
Dia_Comp_489,D489,molar,-25.077188451087412
Dia_Comp_675,D675,molar,-25.913110206182477
Para_Comp_1272,P1272,molar,126.03742439737103
Para_Comp_156,P156,molar,311.04943087924653
Para_Comp_1150,P1150,molar,1045.0526665598834
Dia_Comp_413,D413,molar,-36.40950220752723
Para_Comp_1087,P1087,molar,307.3429254276516
Dia_Comp_641,D641,molar,-48.93933077333065
Dia_Comp_913,D913,molar,-38.196641697292456
Para_Comp_1302,P1302,molar,244.45802361935466
Para_Comp_1136,P1136,molar,81.80324709990504
Para_Comp_160,P160,molar,92.98421478276401
Dia_Comp_1098,D1098,molar,-44.71228065670311
Dia_Comp_1022,D1022,molar,-15.826555809522553
Dia_Comp_904,D904,molar,-22.49304326004818
Para_Comp_1176,P1176,molar,42.84557617662933
Dia_Comp_677,D677,molar,-46.535004053568414
Para_Comp_629,P629,molar,24.79522343801679
Dia_Comp_997,D997,molar,-40.48153250045115
Para_Comp_42,P42,molar,208.33120635645446
Dia_Comp_70,D70,molar,-35.355447387982
Para_Comp_162,P162,molar,357.5103548732108
Dia_Comp_114,D114,molar,-25.82143049786696
Dia_Comp_1152,D1152,molar,-45.46839620698026
Dia_Comp_1138,D1138,molar,-45.43628644788602
Para_Comp_428,P428,molar,21.86490947127652
Para_Comp_1457,P1457,molar,506.0951055672626
Para_Comp_936,P936,molar,52.89400321574953
Para_Comp_311,P311,molar,24.97395754665761
Para_Comp_1196,P1196,molar,146.13992495016896
Para_Comp_1281,P1281,molar,42.513710433538314
Para_Comp_756,P756,molar,100.44913131090405
Dia_Comp_216,D216,molar,-19.04006930460077
Para_Comp_943,P943,molar,249.27124815699307
Dia_Comp_384,D384,molar,-39.215574245801676
Para_Comp_51,P51,molar,61.872053794759566
Dia_Comp_1322,D1322,molar,-46.92781079801419
Para_Comp_349,P349,molar,242.25560976502825
Dia_Comp_1120,D1120,molar,-39.47990851762959
Para_Comp_1181,P1181,molar,141.43543257605245
Para_Comp_548,P548,molar,91.13824429104126
Para_Comp_71,P71,molar,92.07683998145582
Para_Comp_1083,P1083,molar,51.9409201683289
Dia_Comp_754,D754,molar,-27.128876821225376
Dia_Comp_1251,D1251,molar,-39.77221286288116
Para_Comp_173,P173,molar,175.17489617731417
